establishment_type,severity,inspection_date
Restaurant,S - Significant,2023-04-25
Restaurant,S - Significant,2023-12-11
Restaurant,S - Significant,2022-10-19
Food Take Out,S - Significant,2023-12-04
Banquet Facility,S - Significant,2022-10-14
Banquet Facility,S - Significant,2023-11-21
Restaurant,S - Significant,2023-11-06
Restaurant,S - Significant,2023-11-06
Church Banquet Facility,S - Significant,2022-07-26
Banquet Facility,C - Crucial,2023-04-17
Banquet Facility,S - Significant,2023-04-17
Restaurant,S - Significant,2023-06-12
Restaurant,S - Significant,2023-06-12
Restaurant,S - Significant,2023-06-12
Restaurant,S - Significant,2023-06-12
Restaurant,S - Significant,2023-05-04
Restaurant,S - Significant,2022-02-16
Restaurant,S - Significant,2022-06-21
Restaurant,S - Significant,2023-02-06
Restaurant,S - Significant,2023-03-15
Restaurant,S - Significant,2023-03-15
Restaurant,S - Significant,2023-03-15
Restaurant,S - Significant,2023-08-24
Restaurant,S - Significant,2023-08-24
Restaurant,S - Significant,2023-08-24
Restaurant,S - Significant,2023-12-18
Restaurant,S - Significant,2023-12-18
Restaurant,S - Significant,2022-01-19
Food Take Out,S - Significant,2023-10-03
Food Take Out,S - Significant,2023-05-16
Food Take Out,S - Significant,2023-05-16
Restaurant,S - Significant,2023-09-14
Restaurant,S - Significant,2022-06-21
Restaurant,S - Significant,2023-01-10
Restaurant,S - Significant,2022-10-19
Restaurant,S - Significant,2023-11-07
Restaurant,S - Significant,2023-11-07
Child Care - Catered,S - Significant,2023-04-19
Child Care - Catered,S - Significant,2023-12-15
Food Take Out,S - Significant,2022-11-10
Restaurant,S - Significant,2023-04-13
Restaurant,S - Significant,2023-04-13
Restaurant,S - Significant,2023-04-13
Restaurant,S - Significant,2023-08-11
Restaurant,S - Significant,2023-08-11
Cocktail Bar / Beverage Room,S - Significant,2022-12-14
Restaurant,S - Significant,2022-04-12
Restaurant,S - Significant,2022-04-12
Restaurant,S - Significant,2022-04-12
Restaurant,S - Significant,2022-07-12
Restaurant,S - Significant,2022-07-12
Restaurant,C - Crucial,2022-07-12
Restaurant,C - Crucial,2023-02-14
Restaurant,C - Crucial,2023-02-14
Restaurant,S - Significant,2023-02-14
Restaurant,C - Crucial,2023-05-03
Restaurant,S - Significant,2023-05-03
Restaurant,C - Crucial,2023-05-03
Restaurant,S - Significant,2023-05-03
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-08-01
Restaurant,S - Significant,2024-01-04
Restaurant,S - Significant,2022-09-08
Restaurant,S - Significant,2022-09-08
Restaurant,S - Significant,2022-09-08
Restaurant,S - Significant,2023-02-27
Restaurant,S - Significant,2023-02-27
Cafeteria - Private Access,S - Significant,2023-01-30
Restaurant,S - Significant,2022-08-24
Bake Shop,S - Significant,2023-01-06
Restaurant,S - Significant,2023-11-22
Restaurant,S - Significant,2023-06-22
Food Take Out,S - Significant,2022-08-17
Food Take Out,S - Significant,2022-11-16
Food Take Out,S - Significant,2023-05-04
Restaurant,S - Significant,2023-06-16
Restaurant,S - Significant,2023-05-15
Restaurant,S - Significant,2022-08-02
Restaurant,S - Significant,2022-08-02
Restaurant,S - Significant,2022-08-02
Restaurant,S - Significant,2023-04-27
Restaurant,S - Significant,2023-04-27
Restaurant,S - Significant,2023-11-23
Restaurant,S - Significant,2022-06-03
Restaurant,S - Significant,2022-06-03
Restaurant,C - Crucial,2022-06-03
Restaurant,S - Significant,2022-06-03
Restaurant,S - Significant,2022-06-03
Restaurant,S - Significant,2023-11-15
Cocktail Bar / Beverage Room,S - Significant,2022-05-30
Restaurant,S - Significant,2022-06-14
Restaurant,S - Significant,2022-06-14
Restaurant,S - Significant,2022-06-14
Restaurant,S - Significant,2022-06-14
Restaurant,C - Crucial,2022-06-14
Restaurant,C - Crucial,2022-06-14
Restaurant,S - Significant,2022-06-14
Restaurant,S - Significant,2022-06-20
Restaurant,S - Significant,2023-03-27
Restaurant,S - Significant,2024-01-12
Restaurant,S - Significant,2024-01-12
Restaurant,S - Significant,2023-06-13
Restaurant,S - Significant,2023-07-04
Restaurant,S - Significant,2023-07-04
Restaurant,S - Significant,2023-07-04
Restaurant,S - Significant,2023-11-15
Restaurant,S - Significant,2022-06-02
Restaurant,S - Significant,2022-11-17
Food Processing Plant,S - Significant,2023-12-11
Retirement Homes(Licensed),S - Significant,2023-02-13
Restaurant,S - Significant,2023-07-18
Restaurant,S - Significant,2023-03-16
Restaurant,S - Significant,2023-08-29
Restaurant,S - Significant,2023-08-29
Restaurant,S - Significant,2023-08-29
Restaurant,S - Significant,2023-08-29
Restaurant,S - Significant,2023-08-31
Restaurant,C - Crucial,2023-08-31
Food Take Out,S - Significant,2023-09-11
Restaurant,C - Crucial,2022-09-20
Restaurant,S - Significant,2022-09-20
Restaurant,S - Significant,2023-06-15
Restaurant,S - Significant,2023-06-15
Restaurant,S - Significant,2023-06-15
Restaurant,S - Significant,2022-11-10
Restaurant,S - Significant,2022-03-22
Restaurant,S - Significant,2023-01-10
Restaurant,S - Significant,2023-08-01
Restaurant,S - Significant,2023-08-01
Restaurant,S - Significant,2023-10-03
Restaurant,C - Crucial,2023-10-03
Restaurant,C - Crucial,2023-10-03
Restaurant,S - Significant,2023-03-27
Restaurant,S - Significant,2023-03-27
Restaurant,S - Significant,2023-03-27
Restaurant,S - Significant,2023-11-13
Restaurant,S - Significant,2022-09-16
Restaurant,C - Crucial,2023-09-21
Restaurant,S - Significant,2022-10-14
Restaurant,S - Significant,2022-10-14
Restaurant,S - Significant,2023-03-10
Restaurant,S - Significant,2023-12-21
Restaurant,C - Crucial,2022-08-03
Restaurant,S - Significant,2022-08-03
Restaurant,S - Significant,2022-08-03
Restaurant,S - Significant,2023-09-28
Restaurant,S - Significant,2023-09-28
Restaurant,S - Significant,2022-06-14
Restaurant,C - Crucial,2023-10-06
Restaurant,S - Significant,2023-10-06
Restaurant,S - Significant,2023-10-06
Restaurant,S - Significant,2023-10-06
Butcher Shop,S - Significant,2023-10-31
Butcher Shop,S - Significant,2023-10-31
Butcher Shop,C - Crucial,2023-10-31
Food Take Out,S - Significant,2023-03-22
Food Take Out,S - Significant,2023-06-28
Food Take Out,C - Crucial,2023-06-28
Food Take Out,C - Crucial,2023-06-28
Food Take Out,S - Significant,2023-06-28
Food Take Out,S - Significant,2023-06-28
Food Take Out,S - Significant,2023-12-15
Restaurant,S - Significant,2023-11-15
Restaurant,C - Crucial,2023-02-01
Restaurant,S - Significant,2023-02-01
Restaurant,C - Crucial,2023-02-01
Restaurant,S - Significant,2023-02-01
Restaurant,S - Significant,2023-02-01
Restaurant,S - Significant,2022-07-14
Restaurant,S - Significant,2022-07-14
Restaurant,S - Significant,2022-07-14
Restaurant,S - Significant,2023-04-17
Restaurant,S - Significant,2023-04-17
Restaurant,C - Crucial,2023-10-03
Restaurant,S - Significant,2023-10-03
Restaurant,S - Significant,2023-10-03
Restaurant,S - Significant,2023-10-03
Food Take Out,S - Significant,2022-08-25
Food Take Out,S - Significant,2023-03-23
Restaurant,S - Significant,2022-09-30
Restaurant,S - Significant,2022-09-30
Restaurant,S - Significant,2023-04-25
Restaurant,S - Significant,2023-04-25
Restaurant,S - Significant,2023-02-15
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2023-10-24
Food Court Vendor,S - Significant,2024-01-09
Food Court Vendor,S - Significant,2024-01-09
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-04-20
Restaurant,S - Significant,2022-08-25
Restaurant,S - Significant,2023-10-31
Food Take Out,S - Significant,2023-10-10
Restaurant,S - Significant,2022-09-07
Restaurant,S - Significant,2022-12-02
Restaurant,S - Significant,2022-12-02
Restaurant,S - Significant,2023-04-28
Restaurant,S - Significant,2023-08-14
Food Take Out,S - Significant,2023-04-26
Food Take Out,C - Crucial,2023-10-16
Food Take Out,C - Crucial,2023-10-16
Food Court Vendor,S - Significant,2022-11-14
Restaurant,S - Significant,2022-07-29
Restaurant,S - Significant,2023-04-26
Restaurant,C - Crucial,2023-11-09
Restaurant,C - Crucial,2023-11-09
Restaurant,S - Significant,2023-11-09
Restaurant,S - Significant,2023-11-09
Food Take Out,S - Significant,2023-03-16
Food Take Out,S - Significant,2023-07-12
Food Take Out,S - Significant,2023-11-03
Food Take Out,S - Significant,2023-11-03
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2023-08-22
Restaurant,S - Significant,2022-06-27
Restaurant,S - Significant,2022-06-27
Restaurant,S - Significant,2022-06-27
Restaurant,C - Crucial,2022-06-27
Restaurant,C - Crucial,2022-06-27
Restaurant,C - Crucial,2022-06-27
Restaurant,S - Significant,2022-12-12
Restaurant,S - Significant,2023-03-29
Restaurant,C - Crucial,2023-07-24
Restaurant,S - Significant,2023-07-24
Restaurant,S - Significant,2023-11-27
Food Take Out,S - Significant,2023-07-27
Restaurant,S - Significant,2023-03-15
Restaurant,S - Significant,2022-06-28
Restaurant,S - Significant,2022-06-28
Restaurant,S - Significant,2023-04-27
Restaurant,S - Significant,2023-04-25
Supermarket,S - Significant,2022-08-29
Refreshment Stand (Stationary),S - Significant,2022-10-06
Refreshment Stand (Stationary),S - Significant,2023-06-30
Refreshment Stand (Stationary),S - Significant,2023-10-20
Restaurant,S - Significant,2022-10-14
Restaurant,S - Significant,2022-10-14
Restaurant,S - Significant,2022-10-14
Restaurant,S - Significant,2022-10-14
Restaurant,S - Significant,2023-04-12
Restaurant,S - Significant,2023-04-12
Restaurant,S - Significant,2023-08-14
Nursing Home / Home for the Aged,S - Significant,2023-02-02
Community Kitchen (Meal Program),S - Significant,2022-08-04
Community Kitchen (Meal Program),S - Significant,2023-05-25
Restaurant,S - Significant,2022-04-20
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2023-01-24
Restaurant,S - Significant,2023-01-24
Restaurant,S - Significant,2023-08-10
Food Court Vendor,S - Significant,2023-09-25
Food Take Out,C - Crucial,2023-08-17
Food Take Out,S - Significant,2023-07-17
Food Take Out,S - Significant,2022-06-23
Food Take Out,S - Significant,2022-06-23
Food Take Out,S - Significant,2023-02-27
Restaurant,S - Significant,2022-07-25
Restaurant,S - Significant,2023-03-27
Restaurant,S - Significant,2022-06-30
Restaurant,S - Significant,2023-09-07
Restaurant,S - Significant,2022-07-05
Restaurant,S - Significant,2022-07-07
Restaurant,S - Significant,2022-07-07
Restaurant,S - Significant,2023-08-21
Restaurant,S - Significant,2023-08-21
Restaurant,C - Crucial,2023-04-25
Restaurant,S - Significant,2023-04-25
Restaurant,S - Significant,2023-07-07
Restaurant,S - Significant,2022-10-24
Restaurant,S - Significant,2024-01-04
Restaurant,S - Significant,2024-01-04
Restaurant,S - Significant,2022-02-23
Restaurant,S - Significant,2022-02-23
Restaurant,S - Significant,2022-02-23
Restaurant,S - Significant,2023-06-21
Restaurant,S - Significant,2023-09-22
Food Store (Convenience/Variety),S - Significant,2022-11-28
Food Store (Convenience/Variety),S - Significant,2023-09-01
Supermarket,S - Significant,2022-11-15
Restaurant,S - Significant,2023-09-06
Restaurant,S - Significant,2022-05-03
Restaurant,S - Significant,2022-05-03
Restaurant,S - Significant,2023-08-08
Restaurant,S - Significant,2022-08-25
Restaurant,S - Significant,2022-08-25
Restaurant,S - Significant,2023-03-31
Restaurant,S - Significant,2023-05-23
Food Take Out,S - Significant,2022-07-19
Restaurant,S - Significant,2023-03-16
Restaurant,S - Significant,2023-03-16
Restaurant,S - Significant,2023-06-07
Restaurant,S - Significant,2023-12-12
Supermarket,S - Significant,2022-05-30
Restaurant,S - Significant,2022-05-05
Restaurant,S - Significant,2023-10-24
Food Caterer,S - Significant,2023-03-09
Food Caterer,S - Significant,2023-09-18
Elementary School Food Services,S - Significant,2023-10-16
Elementary School Food Services,S - Significant,2023-10-16
Commissary,S - Significant,2023-07-28
Food Take Out,S - Significant,2022-09-19
Restaurant,S - Significant,2022-11-16
Restaurant,S - Significant,2022-09-27
Restaurant,S - Significant,2022-09-27
Restaurant,S - Significant,2023-08-14
Butcher Shop,S - Significant,2023-05-11
Restaurant,S - Significant,2022-11-01
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2023-04-05
Restaurant,S - Significant,2023-04-05
Restaurant,S - Significant,2023-04-05
Restaurant,S - Significant,2023-07-14
Restaurant,C - Crucial,2022-10-12
Restaurant,S - Significant,2022-10-12
Restaurant,S - Significant,2023-02-07
Restaurant,S - Significant,2023-07-05
Restaurant,C - Crucial,2023-07-05
Restaurant,S - Significant,2023-07-05
Restaurant,S - Significant,2023-07-05
Restaurant,S - Significant,2023-07-05
Restaurant,S - Significant,2022-11-10
Restaurant,S - Significant,2022-11-10
Restaurant,S - Significant,2022-11-10
Restaurant,S - Significant,2023-08-09
Restaurant,S - Significant,2023-08-09
Restaurant,S - Significant,2023-08-09
Restaurant,S - Significant,2023-08-09
Restaurant,S - Significant,2023-08-09
Restaurant,C - Crucial,2023-08-09
Restaurant,S - Significant,2023-06-06
Child Care - Catered,S - Significant,2023-03-13
Private Club,S - Significant,2022-05-10
Private Club,S - Significant,2022-11-30
Child Care - Catered,S - Significant,2023-12-04
Restaurant,S - Significant,2023-09-08
Cocktail Bar / Beverage Room,S - Significant,2023-07-05
Cocktail Bar / Beverage Room,S - Significant,2023-07-05
Cocktail Bar / Beverage Room,C - Crucial,2023-07-05
Cocktail Bar / Beverage Room,S - Significant,2023-07-05
Cocktail Bar / Beverage Room,S - Significant,2023-07-05
Restaurant,S - Significant,2022-06-17
Restaurant,S - Significant,2022-09-21
Restaurant,S - Significant,2022-09-21
Restaurant,S - Significant,2022-09-21
Restaurant,S - Significant,2023-03-15
Restaurant,S - Significant,2023-03-15
Restaurant,S - Significant,2023-03-15
Restaurant,S - Significant,2023-08-15
Restaurant,S - Significant,2023-05-17
Restaurant,C - Crucial,2023-05-17
Restaurant,S - Significant,2023-05-17
Restaurant,S - Significant,2023-12-08
Restaurant,S - Significant,2023-08-17
Restaurant,S - Significant,2023-10-16
Child Care - Catered,S - Significant,2023-09-19
Food Store (Convenience/Variety),S - Significant,2022-07-27
Food Store (Convenience/Variety),S - Significant,2022-07-27
Food Store (Convenience/Variety),S - Significant,2022-07-27
Restaurant,C - Crucial,2022-03-10
Restaurant,S - Significant,2022-03-10
Restaurant,S - Significant,2022-03-10
Restaurant,S - Significant,2022-05-20
Restaurant,S - Significant,2022-09-30
Restaurant,S - Significant,2022-09-30
Restaurant,C - Crucial,2023-03-01
Restaurant,S - Significant,2023-03-01
Restaurant,S - Significant,2023-03-01
Restaurant,C - Crucial,2023-06-28
Restaurant,S - Significant,2023-06-28
Restaurant,S - Significant,2023-06-28
Restaurant,S - Significant,2023-06-28
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2023-11-08
Restaurant,S - Significant,2023-09-19
Restaurant,S - Significant,2022-06-10
Restaurant,S - Significant,2022-06-10
Restaurant,S - Significant,2022-09-13
Restaurant,S - Significant,2022-05-18
Food Take Out,S - Significant,2023-07-27
Food Take Out,S - Significant,2023-07-27
Food Court Vendor,S - Significant,2023-07-19
Restaurant,S - Significant,2023-05-11
Restaurant,S - Significant,2023-10-18
Restaurant,S - Significant,2022-10-04
Restaurant,S - Significant,2022-10-04
Restaurant,S - Significant,2023-09-28
Restaurant,S - Significant,2023-09-28
Restaurant,S - Significant,2023-09-28
Food Take Out,S - Significant,2023-09-01
Restaurant,S - Significant,2022-10-28
Restaurant,S - Significant,2023-11-17
Restaurant,S - Significant,2023-11-17
Restaurant,S - Significant,2023-03-16
Restaurant,S - Significant,2023-07-13
Restaurant,S - Significant,2023-10-17
Restaurant,S - Significant,2023-10-17
Restaurant,S - Significant,2022-08-15
Restaurant,S - Significant,2022-08-15
Restaurant,S - Significant,2022-08-15
Restaurant,S - Significant,2022-09-13
Restaurant,S - Significant,2022-09-13
Restaurant,S - Significant,2022-09-26
Restaurant,S - Significant,2023-08-11
Restaurant,S - Significant,2023-08-16
Restaurant,C - Crucial,2022-05-10
Restaurant,S - Significant,2023-01-30
Restaurant,S - Significant,2022-07-25
Restaurant,S - Significant,2023-03-13
Restaurant,S - Significant,2023-09-05
Restaurant,S - Significant,2022-07-06
Restaurant,S - Significant,2022-07-06
Restaurant,S - Significant,2022-07-06
Restaurant,S - Significant,2022-06-24
Restaurant,S - Significant,2022-10-04
Restaurant,C - Crucial,2023-09-29
Restaurant,S - Significant,2023-10-06
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2023-06-05
Restaurant,S - Significant,2022-08-05
Restaurant,S - Significant,2022-07-26
Restaurant,C - Crucial,2022-07-26
Restaurant,S - Significant,2022-07-26
Restaurant,C - Crucial,2023-11-23
Restaurant,S - Significant,2023-11-23
Restaurant,C - Crucial,2023-11-23
Restaurant,S - Significant,2022-08-11
Restaurant,S - Significant,2022-10-06
Restaurant,S - Significant,2023-06-15
Cocktail Bar / Beverage Room,S - Significant,2023-01-10
Restaurant,S - Significant,2023-02-17
Restaurant,S - Significant,2023-02-17
Retirement Homes(Licensed),S - Significant,2022-08-12
Retirement Homes(Licensed),S - Significant,2023-02-08
Food Caterer,S - Significant,2023-03-08
Restaurant,S - Significant,2022-08-09
Restaurant,S - Significant,2022-08-09
Restaurant,C - Crucial,2023-10-23
Restaurant,S - Significant,2023-10-23
Restaurant,C - Crucial,2023-09-18
Food Store (Convenience/Variety),S - Significant,2023-04-17
Food Store (Convenience/Variety),C - Crucial,2023-04-17
